Name,Y-Koord.,X-Koord.,Höhe,Verkehrsmittel
Hermance,507.771,128.508,373,Schiff
"Hermance, village",507.966,128.434,381,Bus
"Hermance, Triaz",507.887,127.896,390,Bus
"Hermance, Villars",507.685,127.512,395,Bus
Hermatswil,704.754,250.198,750,Bus
"Hermenches, village",547.918,165.904,674,Bus
"Hermenches, Moille-Robert",548.255,166.297,661,Bus
"Hermetschwil, alte Post",668.581,242.634,409,Bus
"Hermetschwil, Kloster",668.367,242.867,415,Bus
"Hermiswil, Brücke",619.485,222.3,498,Bus
Hermitage,669.237,210.567,435,Schiff
"Hermrigen, Dorf",585.184,214.544,463,Bus
"Hermrigen, Friedhof",585.18,215.122,506,Bus
Herrenboden,692.502,213.168,1190,Luftseilbahn
"Herrenhof, Dorf",735.818,273.36,526,Bus
"Herrenschwanden, Dorf",598.413,203.107,570,Bus
"Herrenschwanden, Mööslimatt",598.67,202.729,541,Bus
"Herrenschwanden, Möösliweg",598.763,202.707,520,Bus
Herrliberg ZSG,688.6,237.615,423,Schiff
Herrliberg-Feldmeilen,688.825,237.434,423,Zug
"Herrliberg-Feldmeilen, Bahnhof",688.831,237.424,420,Bus
"Herrliberg-Feldmeilen,Bhf West",688.753,237.51,419,Bus
"Herrliberg, Alterssiedlung",688.994,238.018,464,Bus
"Herrliberg, Aryanastrasse",689.168,238.232,510,Bus
"Herrliberg, Bergstrasse",688.927,238.83,550,Bus
"Herrliberg, Busenhardstrasse",688.642,238.447,494,Bus
"Herrliberg, Felsenau",688.426,238.204,450,Bus
"Herrliberg, Forchstrasse",689.465,238.022,510,Bus
"Herrliberg, Freudacherstrasse",688.846,238.948,560,Bus
"Herrliberg, Gartenstrasse",688.808,237.872,445,Bus
"Herrliberg, Grundhofstrasse",689.195,237.92,470,Bus
"Herrliberg, Grüt",688.292,238.356,455,Bus
"Herrliberg, Harzerstrasse",689.218,237.983,480,Bus
"Herrliberg, Holzwies",688.473,238.717,510,Bus
"Herrliberg, Humrigen",689.429,237.657,465,Bus
"Herrliberg, Kirche Wetzwil",689.764,239.088,603,Bus
"Herrliberg, Oberdorfweg",689.103,238.01,471,Bus
"Herrliberg, Pfarrgasse",688.528,238.016,440,Bus
"Herrliberg, Rain",688.382,238.655,498,Bus
"Herrliberg, Rebberg",688.966,238.21,483,Bus
"Herrliberg, Rietli",689.787,237.997,440,Bus
"Herrliberg, Schulhaus",688.849,238.189,465,Bus
"Herrliberg, Sportplatz",688.737,238.642,525,Bus
"Herrliberg, Tennisplätze",689.041,238.426,515,Bus
"Herrliberg, Vogtei",688.585,238.301,460,Bus
"Herrliberg, Wetzwil",690.17,238.887,616,Bus
"Hersberg, Dorf",625.85,260.125,529,Bus
"Hersberg, Schützen",625.925,259.95,529,Bus
"Hersiwil, Dorf",614.883,223.961,495,Bus
Herten (Baden),630.06,316.468,280,Zug
"Herten, Bahnhofstrasse",622.559,266.784,276,Bus
"Herten, Industrie",622.559,266.784,276,Bus
"Herten, Rathaus",622.132,267.391,279,Bus
"Herten, Schule",622.343,267.067,276,Bus
"Herten, Wockerlestrasse",622.446,267.715,284,Bus
Hertenstein SGV,673.342,208.878,435,Schiff
"Herznach, Oberherznach",646.385,257.89,420,Bus
"Herznach, Post",646.128,258.403,415,Bus
Herzogenbuchsee,619.881,226.381,465,Zug
Herzogenbuchsee Nord (Agl),619.15,227.591,464,(Zug)
"Herzogenbuchsee, Bahnhof",619.912,226.4,465,Bus
"Herzogenbuchsee, Bernstrasse",620.078,226.266,465,Bus
"Herzogenbuchsee, Friedhof",620.502,226.897,465,Bus
"Herzogenbuchsee, Jurablick",619.847,227.133,465,Bus
"Herzogenbuchsee, Sonnenplatz",620.269,226.39,475,Bus
"Hessigkofen, Post",602.085,221.154,587,Bus
"Hettenschwil, Kapelle",657.222,269.884,372,Bus
"Hettiswil b. H., Dorf",608.851,208.897,547,Bus
"Hettiswil b. H., Kreuz",608.422,208.955,552,Bus
Hettlingen,694.566,266.836,425,Zug
"Hettlingen, Bahnhof",694.55,266.8,425,Bus
"Hettlingen, Dorf",695.675,266.925,425,Bus
"Hettlingen, Föhrenstrasse",696.005,267.235,425,Bus
"Hettlingen, Post",695.36,266.8,425,Bus
Heustrich-Emdthal,618.84,166.805,678,(Zug)
"Hildisrieden, Alte Post",659.955,222.311,687,Bus
"Hildisrieden, Dorf",659.878,222.56,687,Bus
"Hildisrieden, Hapfern",660.89,220.579,687,Bus
"Hildisrieden, Post",659.955,222.311,687,Bus
"Hildisrieden, Waldmatt",659.743,222.619,687,Bus
"Hilfikon, Dorf",661.06,242.805,479,Bus
"Hilfikon, Sandbüel",660.993,242.337,498,Bus
Hilterfingen ThS,616.715,176.012,563,Schiff
"Hilterfingen, Friedhof",617.14,175.87,594,Bus
"Hilterfingen, Kirche",617.017,175.863,551,Bus
"Hilterfingen, Post",616.771,176.058,557,Bus
"Hilterfingen, Weingartenstr.",616.718,176.674,625,Bus
"Himmelried, vorderer Igraben",611.953,251.718,549,Bus
"Himmelried, Dorf",611.987,252.36,656,Bus
"Himmelried, Kastel",610.313,252.818,566,Bus
"Himmelried, Kastelhöhe",610.389,253.094,568,Bus
"Himmelried, Schindelboden",610.213,252.454,484,Bus
"Himmelried, Schulhaus",611.847,252.277,637,Bus
"Himmelried, Steffenplatz",610.773,252.528,543,Bus
"Himmelried, Waldeck",611.014,252.423,537,Bus
Hindelbank,608.113,210.953,516,Zug
"Hindelbank, Bahnhof",608.107,210.973,516,Bus
"Hindelbank, Brunnenhof",607.782,210.577,518,Bus
"Hindelbank, Post",607.746,210.229,523,Bus
Hinterburg,685.76,228.02,653,Bus
Hinteregg,694.201,240.176,563,Zug
"Hinteregg, Station",694.179,240.189,559,Bus
Hinteres Riedholz,611.064,231.61,475,(Zug)
"Hinterforst, Oberrüti",757.8,246.96,510,Bus
"Hinterforst, Post",758.175,247.35,451,Bus
"Hinterforst, Widenbach/Bächis",758.25,247.95,452,Bus
"Hinterfultigen, Post",597.167,187.388,862,Bus
"Hinterfultigen, Sonnhalde",597.239,187.111,825,Bus
"Hintergoldingen, Austrasse",716.577,237.784,810,Bus
"Hintergoldingen, Kapelle",716.747,238.324,827,Bus
"Hintergoldingen, Sonne",716.892,238.614,820,Bus
"Hinterkappelen, Aumatt",596.163,201.862,489,Bus
"Hinterkappelen, Bennenboden",594.666,202.131,520,Bus
"Hinterkappelen, Bernstrasse",595.333,201.875,509,Bus
"Hinterkappelen, Post",595.422,201.878,508,Bus
"Hinterkappelen, Schlossmatt",596.609,201.943,495,Bus
"Hinterrhein, Dorf",735.241,154.783,1616,Bus
"Hinterrhein, Tälialp",733.759,152.701,1916,Bus
"Hinterrhein, Tunnel Nordportal",734.125,154.2,1611,Bus
Hinterschellenberg,760.606,234.404,698,Bus
Hinwil,705.959,239.742,565,Zug
"Hinwil, Alpenblick",706.31,240.366,635,Bus
"Hinwil, Bahnhof",706.019,239.676,565,Bus
"Hinwil, Bossikon",703.955,240.697,540,Bus
"Hinwil, Brunnenbachstrasse",704.467,240.311,565,Bus
"Hinwil, Dorf",706.201,240.022,565,Bus
"Hinwil, Friedhof",706.694,239.828,575,Bus
"Hinwil, Girenbad",708.371,240.839,790,Bus
"Hinwil, Gstalden",706.265,239.81,565,Bus
"Hinwil, Hadlikon",707.267,238.315,585,Bus
"Hinwil, Industriestrasse",705.108,240.179,565,Bus
"Hinwil, Jumbo",704.246,240.431,550,Bus
"Hinwil, Kreuzplatz",705.466,240.145,565,Bus
"Hinwil, Langmatt",708.259,240.5,565,Bus
"Hinwil, Platten",706.94,238.965,565,Bus
"Hinwil, Ringwil",707.098,241.382,700,Bus
"Hinwil, Sportplatz",706.689,239.424,565,Bus
"Hinwil, Wässeristrasse",704.776,240.212,565,Bus
"Hinwil, Zelgacher",707.138,238.555,565,Bus
"Hinwil, Zürichstrasse",704.441,240.464,545,Bus
Hirschberg,749.964,244.168,824,Zug
Hirschlang,623.892,251.083,461,Zug
"Hirschmatt (Guggisberg), Allme",590.35,177.53,856,Bus
"Hirschmatt (Guggisberg), Fall",590.264,177.926,848,Bus
"Hirschmatt (Guggisberg),Schule",591.116,178.306,829,Bus
Hirschthal,646.434,241.183,444,Zug
"Hirschthal, Bahnhof",646.4,241.06,444,Bus
"Hirzel, Katholische Kirche",688.492,229.924,720,Bus
"Hirzel, Kirche",688.455,230.233,720,Bus
"Hirzel, Neuhaus",687.875,231.881,720,Bus
"Hirzel, Post",688.809,230.131,720,Bus
"Hirzel, Spitzen",689.427,229.556,720,Bus
"Hirzel, Strickler",688.035,231.607,720,Bus
"Hirzel, Widenbach",687.792,232.13,720,Bus
"Hirzel, Wolfisbühl",688.292,231.124,720,Bus
"Hittnau, Furt",703.7,246.425,641,Bus
"Hittnau, Hasel/Schönau",705.225,248.575,656,Bus
"Hittnau, Hofhalden",704.296,244.94,673,Bus
"Hittnau, Industrie",704.486,247.304,638,Bus
"Hittnau, Isikon",703.9,248.25,680,Bus
"Hittnau, Luppmen",705.14,246.76,641,Bus
"Hittnau, Oberdorf",704.85,247.125,641,Bus
"Hittnau, Oberhittnau",704.566,246.483,656,Bus
"Hittnau, Sonne",704.525,247.3,641,Bus
Hitzeggen,730.31,177.45,2114,Luftseilbahn
Hitzkirch,661.603,230.512,470,Zug
"Hitzkirch, Bahnhof",661.64,230.5,470,Bus
"Hitzkirch, Bleulikon",662.38,231.3,495,Bus
"Hitzkirch, Dorf",662.42,230.76,470,Bus
"Hitzkirch, Friedhof",662.17,230.69,495,Bus
"Hitzkirch, Schulhaus",662.34,230.92,470,Bus
"Hitzkirch, Schönegg",662.77,231.06,495,Bus
"Hitzkirch, Weinstrasse",662.46,230.87,495,Bus
"Hoch-Ybrig, Talst. Laucheren",701.316,210.048,1094,Bus
"Hoch-Ybrig, Talst. Weglosen",704.129,208.589,1036,Bus
Hochdorf,664.45,224.35,482,Zug
Hochdorf Schönau,665.175,224.1,497,Zug
Hochdorf Wirtlen,0,0,0,(Zug)
"Hochdorf, Bahnhof",664.5,224.32,482,Bus
"Hochdorf, Bankstrasse",664.56,224.5,481,Bus
"Hochdorf, Heumoos",665.56,224.52,494,Bus
"Hochdorf, Industriestrasse",663.9,224.015,482,Bus
"Hochdorf, Nunwilerstrasse",663.65,223.9,470,Bus
"Hochdorf, Oberstufenzentrum",664.86,224.62,485,Bus
"Hochdorf, Rigiring",665.23,224.42,508,Bus
"Hochdorf, Schönau",665.178,224.147,496,Bus
"Hochdorf, Sempachstrasse",664.5,224.19,490,Bus
"Hochfelden, Chalchofen",680.174,264.178,402,Bus
"Hochfelden, Post",681.075,264.175,402,Bus
Hochschulen,683.659,247.926,446,Standseilbahn
Hochstuckli,693.31,212.607,1493,Luftseilbahn
"Hochwald, Dorfzentrum",615.175,256.192,624,Bus
"Hochwald, Rest. Rössli",615.331,256.522,624,Bus
"Hochwald, Ziegelschüren",614.403,254.48,629,Bus
Hockenhorngrat,623.79,142.105,3111,Luftseilbahn
Hof,762.864,258.362,538,"Zug, Bedarfshalt"
"Hofen SH, Dorf",692.815,293.2,465,Bus
"Hofen SH, Reiatschulhaus",692.47,292.79,469,Bus
"Hoffeld, Post",731.175,247.175,736,Bus
"Hoffeld, Säge-Waldbach",731.257,246.994,721,Bus
"Hoffeld, Strickwald",732.138,245.916,791,Bus
"Hoffeld, Ziegelhütte",731.905,247.301,767,Bus
Hofmatt,613.521,263.224,268,Tram
"Hofstatt, Grünenboden",636.401,214.162,720,Bus
"Hofstatt, Post",636.177,214.986,705,Bus
"Hofstetten b. Brienz, Dorfpl.",648.652,178.301,642,Bus
"Hofstetten b. Brienz, Kritz",648.827,178.373,652,Bus
"Hofstetten b. Brienz, Rüttiweg",648.524,178.198,642,Bus
"Hofstetten b. Brienz, Schried",648.415,178.604,701,Bus
"Hofstetten b. Brienz, Seeli",648.563,178.059,642,Bus
"Hofstetten b. Brienz, Tor",647.972,177.738,629,Bus
"Hofstetten SO, Bergmattenweg",605.2,258.053,485,Bus
"Hofstetten SO, Ettingerstrasse",606.033,258.253,467,Bus
"Hofstetten SO, Mariasteinstr.",605.735,258.208,468,Bus
"Hofstetten SO, Milchhüsli",605.75,258.342,461,Bus
"Hofstetten SO, Unterdorf",605.551,258.462,453,Bus
"Hofstetten SO,Witterswilerstr.",606.438,258.156,475,Bus
"Hofstetten ZH, Dorf",706.746,259.043,646,Bus
"Hohenems, Bahnhof (A)",769.394,248.409,419,Bus
"Hohenems, Emspark (A)",769,249.5,411,Bus
"Hohenems, Gutenbergstrasse (A)",769.186,249.367,410,Bus
"Hohenems, J.-Hannibal-Str. (A)",769.713,248.345,420,Bus
"Hohenems, Schlossplatz (A)",769.987,248.182,433,Bus
"Hohenems, Sohlstrasse (A)",769.604,249.017,413,Bus
"Hohenems, Zoll (A)",768.599,249.778,420,Bus
"Hohenrain, Günikon",666.35,226.31,579,Bus
"Hohenrain, Kreuz",666.48,225.74,614,Bus
"Hohenrain, Landschau",666.415,225.88,614,Bus
"Hohenrain, Post",666.655,225.881,614,Bus
"Hohentengen, Engelhof",673.028,269.874,380,Bus
"Hohentengen, Gugenmühle",672.339,270.347,358,Bus
"Hohentengen, Kath. Pfarramt",674.891,269.32,360,Bus
"Hohentengen, Klausen",674.321,269.207,358,Bus
"Hohentengen, Löwen",674.948,269.36,380,Bus
"Hohentengen, Rötteln",673.809,269.455,345,Bus
Hoher Kasten,754.795,239.003,1791,Luftseilbahn
Hohfluh ARBAG,645.325,137.367,2229,Luftseilbahn
Hohfluh VS,645.762,133.029,726,(Zug)
Hohlaub,0,0,0,Luftseilbahn
Hohsaas,642.536,109.986,3105,Luftseilbahn
Hohtenn,625.1,130.187,1078,Zug
"Hohtenn, Abzw.",623.937,129.728,766,Bus
"Hohtenn, Dorf",624.43,129.738,819,Bus
Holderbank AG,654.924,253.347,365,Zug
Holderbank AG TC,655.13,253.369,370,(Zug)
"Holderbank SO, Post",623.838,242.477,657,Bus
"Holderbank SO, Seblenhof",622.845,242.214,639,Bus
"Holderbank SO, Steinbruch",624.872,243.254,689,Bus
Holderkäppeli,659.356,208.353,942,Bus
Holenstein,0,0,0,Luftseilbahn
Holzegg,695.757,209.412,1410,Luftseilbahn
Holzhäusern,620.57,234.175,465,Zug
"Holzhäusern ZG, Kreuzung",675.95,223.22,443,Bus
"Holzhäusern ZG, St. Wendelin",675.86,223.09,440,Bus
"Holziken, Abzw. Bändli",645.054,241.462,445,Bus
"Holziken, Hirschthalerstrasse",645.72,241.168,445,Bus
"Holziken, Post",645.464,241.276,445,Bus
"Homberg bei Thun, Dreiligasse",618.46,180.27,947,Bus
"Homberg bei Thun, Gappen",617.695,180.581,954,Bus
"Homberg bei Thun, Hüttacker",618.06,180.485,954,Bus
"Homberg bei Thun, Käserei",618.95,180.411,954,Bus
"Homberg bei Thun, Kreuz",619.456,180.613,954,Bus
"Hombrechtikon, Dörfli",700.322,234.194,496,Bus
"Hombrechtikon, Eichberg",700.999,234.007,480,Bus
"Hombrechtikon, Eichtal",701.382,234.038,470,Bus
"Hombrechtikon, Garstlig",701.649,233.625,498,Bus
"Hombrechtikon, Grossacher",701.521,234.109,470,Bus
"Hombrechtikon, Grüt",700.319,233.38,498,Bus
"Hombrechtikon, Hofacherstrasse",701.193,233.666,459,Bus
"Hombrechtikon, Holflüe",700.659,233.998,498,Bus
"Hombrechtikon, Krone",700.506,234.2,470,Bus
"Hombrechtikon, Niderfeld",699.949,234.008,505,Bus
"Hombrechtikon, Plattenhof",701.204,234.463,498,Bus
"Hombrechtikon, Post",700.769,234.346,498,Bus
"Hombrechtikon, Tobel",701.558,234.509,470,Bus
"Hombrechtikon, Wisental",699.642,233.964,516,Bus
"Homburg, Dorf",717.724,277.163,599,Bus
"Homburg, Euggerschwil",718.3,278.15,653,Bus
"Honau, Hirschen",673.428,220.69,444,Bus
"Hondrich, Byfang",618.8,169.1,740,Bus
"Hondrich, Bühlen",618.531,168.625,763,Bus
"Hondrich, Schulhaus",618.517,169.051,761,Bus
"Hondrich, Stutz",618.846,169.388,730,Bus
Honegg SGHo,0,0,0,Luftseilbahn
Horb,692.551,366.512,393,Zug
Horben bei Frauenfeld,706.5,272.12,482,Bus
"Horben, Käserei",706.487,272.121,482,Bus
"Horboden, Chollerenbrücke",608.699,164.084,876,Bus
"Horboden, Sporthalle",607.617,162.145,1071,Bus
"Horboden, Wampflen",608.161,163.352,921,Bus
"Horboden, Wirtschaft",609.349,164.537,815,Bus
Horgen,687.662,235.155,409,Zug
Horgen Autoquai,688.251,234.913,407,Schiff
Horgen Hirsacher,0,0,0,(Zug)
Horgen Oberdorf,687.129,234.843,484,Zug
"Horgen Oberdorf, Bahnhof",687.163,234.836,484,Bus
Horgen ZSG,687.713,235.252,407,Schiff
"Horgen, untere Mühle",687.756,234.901,409,Bus
"Horgen, Aamüli",689.68,231.625,555,Bus
"Horgen, Altersheim/Tödistrasse",686.733,235.181,490,Bus
"Horgen, Altes Gemeindehaus",687.568,235.017,409,Bus
"Horgen, Arn",689.14,232.574,550,Bus
"Horgen, Bahnhof",687.667,235.176,409,Bus
"Horgen, Baumgärtlihof",687.877,234.882,409,Bus
"Horgen, Bergli",687.389,234.726,409,Bus
"Horgen, Bergwerk",688.84,234.465,420,Bus
"Horgen, Bocken",688.716,233.288,521,Bus
"Horgen, Dorfgasse",687.824,235.004,413,Bus
"Horgen, Enderholz",688.776,231.28,720,Bus
"Horgen, Gehren",688.019,234.118,409,Bus
"Horgen, Glärnischhof",688.609,234.39,446,Bus
"Horgen, Gstaldenrank",687.975,233.55,409,Bus
"Horgen, Gumelenstrasse",687.315,235.08,408,Bus
"Horgen, Hanegg",688.87,231.807,409,Bus
"Horgen, Heubach",687.75,234.41,409,Bus
"Horgen, Hüttenstrasse",689.225,232.655,549,Bus
"Horgen, Käpfnach",689.109,234.396,414,Bus
"Horgen, Meilibach",689.978,234.039,409,Bus
"Horgen, Panorama/CS",686.923,234.773,520,Bus
"Horgen, Plattenhof",686.985,235.583,409,Bus
"Horgen, Reithy",688.535,233.903,409,Bus
"Horgen, Rietli",689.379,234.272,411,Bus
"Horgen, Risi/Dow",689.269,234.022,434,Bus
"Horgen, Rotweg",688.541,234.643,422,Bus
"Horgen, Säntisstrasse",686.831,235.498,408,Bus
"Horgen, Schärbächli/Fähre",688.088,234.918,412,Bus
"Horgen, Scheller",686.89,235.995,475,Bus
"Horgen, Schinzenhof",687.704,235.055,413,Bus
"Horgen, Schnegg",688.31,233.73,409,Bus
"Horgen, Spital",687.063,235.355,475,Bus
"Horgen, Stocker",687.058,235.15,409,Bus
"Horgen, Stotzweid/Feller",687.739,233.903,535,Bus
"Horgen, Sunnehügeli",687.664,234.177,409,Bus
"Horgen, Teufenbach",688.289,234.583,439,Bus
"Horgen, Waidli",688.327,234.35,409,Bus
"Horgen, Waldegg",688.549,233.35,515,Bus
"Horgen, Waldhof",689.49,232.009,551,Bus
"Horgen, Wannenthal",688.08,234.612,439,Bus
"Horgen, Wannerstrasse",687.21,235.315,421,Bus
"Horgen, Widmerheim",686.71,235.776,408,Bus
"Horgenbach, Hauptstrasse",705.79,269.661,381,Bus
"Horgenberg b. Einsied., Grütli",699.712,221.382,902,Bus
"Horgenberg b. Einsied., Tanks.",699.755,221.615,896,Bus
"Horgenberg, Hinterklausen",687.454,233.112,637,Bus
"Horgenberg, Moorschwand",686.895,234.17,637,Bus
"Horgenberg, Nordecke",686.246,234.956,620,Bus
"Horgenberg, Vorderklausen",687.681,232.846,637,Bus
"Horgenberg, Widenbach",687.8,232.15,720,Bus
"Horgenberg, Wührenbach",687.089,233.514,637,Bus
Horn,752.563,262.237,403,Zug
Horn (See),752.521,262.621,398,Schiff
Horn Allmend,0,0,0,(Zug)
"Horn, evang. Kirche",752.248,262.616,397,Bus
"Horn, Bahnhof",752.518,262.273,402,Bus
"Horn, Feldschlössli",752.193,262.061,407,Bus
"Horn, Saiswerke",751.741,262.722,398,Bus
Hornberg,0,0,0,Luftseilbahn
Hornberg (via DB),659.048,340.491,389,Zug
Horneggli,590.397,149.152,1773,Luftseilbahn
Hornussen,646.811,260.916,414,Zug
"Hornussen, Oberdorf",647.276,261.17,386,Bus
"Hornussen, Unterdorf",646.9,261.267,382,Bus
"Horriwil, Oberdorf",614.178,225.575,466,Bus
"Horriwil, Post",613.878,225.743,466,Bus
Horw,666.02,207.746,442,Zug
"Horw, Bahnhof",666.062,207.842,441,Bus
"Horw, Biregghof",666.378,209.656,501,Bus
"Horw, Buholz",667.666,207.905,483,Bus
"Horw, Dorni",668.299,206.802,468,Bus
"Horw, Ennethorw",665.851,206.705,446,Bus
"Horw, Felmis",667.448,208.171,492,Bus
"Horw, Haslihorn",668.235,209.17,461,Bus
"Horw, Hofrüti",666.512,208.519,442,Bus
"Horw, Kastanienbaum",668.547,206.713,445,Bus
"Horw, Kirchweg",666.305,208.135,446,Bus
"Horw, Krämerstein",668.379,207.407,462,Bus
"Horw, Kreuzmatt",668.132,207.218,490,Bus
"Horw, Langensand",668.034,208.569,460,Bus
"Horw, Mättiwil",668.223,208.229,453,Bus
"Horw, Rank",666.337,207.454,450,Bus
"Horw, Spier",665.918,207.051,443,Bus
"Horw, Spitz",665.549,207.302,475,Bus
"Horw, St. Niklausen",668.461,207.904,445,Bus
"Horw, Stegen",667.094,208.257,486,Bus
"Horw, Steinen",665.692,207.533,451,Bus
"Horw, Steinibach",665.743,207.841,445,Bus
"Horw, Stutz",668.144,209.437,451,Bus
"Horw, Technikumstrasse",665.871,207.306,447,Bus
"Horw, Waldegg",665.876,208.812,458,Bus
"Horw, Waldwinkel",668.441,207.128,466,Bus
"Horw, Wegscheide",666.156,208.362,448,Bus
"Horw, Werkhof",666.14,207.15,436,Bus
"Horw, Zentrum",666.357,207.918,446,Bus
"Hosenruck, Post",726.725,261.4,710,Bus
Hospental,686.726,163.94,1452,Zug
Hospental SHW,0,0,0,Luftseilbahn
Hospental West,686.604,163.914,1453,(Zug)
"Hospental, Dorf",686.677,163.802,1460,Bus
"Hospental, Zumdorf",684.164,162.771,1498,Bus
Hotel Alvier,753.603,217.456,975,Luftseilbahn
"Hottwil, Gassweg",654.374,266.735,412,Bus
"Hottwil, Wendeplatz",654.544,266.482,413,Bus
"Huémoz, poste",567.999,126.634,1010,Bus
"Huémoz, Bellevue",568.419,126.862,1035,Bus
"Huémoz, Les Combes",568.325,126.268,855,Bus
"Hub b. Krauchthal, Schulhaus",607.783,205.351,600,Bus
"Hub b. Krauchthal,Brünnliacker",607.373,205.304,609,Bus
"Hub b. Krauchthal,Spritzenhaus",608.089,205.451,592,Bus
"Hub, Dorfplatz",718.954,257.08,581,Bus
Hubelmatt Tunnel,0,0,0,(Zug)
Hubelmatt Tunnel Portal Nord,0,0,0,(Zug)
"Huben, Dorf",710.977,267.092,485,Bus
"Hubersdorf, Dietrich",611.051,232.287,491,Bus
"Hubersdorf, Siggern",610.742,232.808,502,Bus
"Hugelshofen, Langgasse",725.732,273.324,492,Bus
"Hugelshofen, Post",726.3,273.3,510,Bus
"Hugelshofen, Schlatt",726.972,273.341,518,Bus
"Hugelshofen, Unterdorf",726.146,273.329,502,Bus
"Humlikon, Flaachtalstrasse",692.53,269.95,440,Bus
"Humlikon, Im Gern",692.78,270.29,440,Bus
"Hundwil, Post",741.9,247.7,791,Bus
"Hundwil, Sonderau",742.548,247.52,765,Bus
"Hundwil, Tobel",741.45,247.475,791,Bus
Huningue BPG,611.383,271.459,248,Schiff
Hunzenschwil,651.876,248.833,400,Zug
"Hunzenschwil, Birkenweg",651.27,248.674,400,Bus
"Hunzenschwil, Gemeindehaus",651.733,248.418,409,Bus
"Hunzenschwil, Korbacher",652.1,248.661,409,Bus
"Hunzenschwil, Oberdorf",651.344,248.145,407,Bus
"Hunzenschwil, Unterdorf",651.72,248.895,409,Bus
"Hunzenschwil, Weiherweg",651.31,248.393,409,Bus
Hurden,703.178,230.141,411,Zug
Huteggen,635.863,114.904,1243,Bus
Huttwil,630.668,218.257,638,Zug
Huttwil Fiechten (Agl),630.077,218.056,631,(Zug)
Huttwil Sportzentrum,629.925,217.99,631,Zug
"Huttwil, Alterssiedlung",630.141,217.917,638,Bus
"Huttwil, Bahnhof",630.689,218.232,638,Bus
"Huttwil, Feuerwehrmagazin",631.122,218.076,651,Bus
"Huttwil, Fiechten",629.964,217.981,638,Bus
"Huttwil, Fiechtenstrasse",629.998,218.217,638,Bus
"Huttwil, Friedhof",631.637,217.939,638,Bus
"Huttwil, Nat. Sportzentrum",629.652,217.527,645,Bus
"Huttwil, Schwende",632.5,218.42,665,Bus
"Huttwil, Schwimmbad",631.615,218.1,652,Bus
"Huttwil, Stadt",631.042,218.196,638,Bus
"Huttwil, Uech",631.765,217.682,638,Bus
"Huttwil, Weieracker",632.175,218.3,665,Bus
"Höchstetten, Dorfstrasse",614.689,221.475,472,Bus
"Höchstetten, Käsereistrasse",614.782,221.369,477,Bus
"Höchstetten, Post",614.67,221.298,480,Bus
"Höfen b. Thun, Dorf",609.581,174.478,688,Bus
"Höfen b. Thun, Kistlern",609.21,174.409,699,Bus
"Höfen b. Thun, Speck",609.945,174.432,680,Bus
"Höfen b. Thun, Unteregg",610.399,174.345,674,Bus
Höhenweg,781.978,188.127,2219,Standseilbahn
Höhi Wispile,588.775,143.213,1911,Luftseilbahn
Hölstein,625.088,253.011,423,Zug
Hölstein Süd,624.839,252.515,432,Zug
Hölstein Weidbächli,624.514,252.053,446,Zug
"Hölstein, Bahnhof",625.099,252.992,423,Bus
"Hölstein, Oris",625.014,252.631,423,Bus
"Hölstein, Süd",624.834,252.535,488,Bus
"Hölstein, Weidbächli",624.508,252.057,468,Bus
"Hörhausen, Dorf",715.306,277.116,555,Bus
"Hörhausen, Freihof",715.374,277.295,552,Bus
"Hörhausen, Hochstrasse",715.712,278.308,549,Bus
"Hörhausen, Post",714.993,276.779,540,Bus
"Höri, Gemeindehaus",680.725,262.475,418,Bus
"Höri, Gentert",681.109,262.645,418,Bus
Hörnligrat,766.679,181.871,2500,Luftseilbahn
Hübeli LU,663.795,215.174,461,(Zug)
"Hübeli LU, Hintersagi",639.076,212.713,705,Bus
"Hübeli LU, Sagematt",639.023,211.921,725,Bus
Hünenberg Chämleten,676.669,224.737,424,Zug
Hünenberg Zythus,676.676,225.232,420,Zug
"Hünenberg, Badi Hünenberg",676.639,224.766,429,Bus
"Hünenberg, Bösch",675.556,223.832,445,Bus
"Hünenberg, Chrüzacher",674.77,225.66,448,Bus
"Hünenberg, Dorf",674.934,225.425,451,Bus
"Hünenberg, Ehret",675.02,224.74,450,Bus
"Hünenberg, Gartenstrasse",674.96,225.76,467,Bus
"Hünenberg, Huob",676.06,226.01,447,Bus
"Hünenberg, Huobweid",676.28,225.795,440,Bus
"Hünenberg, Langrüti",676.53,224.4,429,Bus
"Hünenberg, Matten",673.68,227.37,451,Bus
"Hünenberg, Moos",675.13,225.78,465,Bus
"Hünenberg, Ronybach",674.615,225.785,442,Bus
"Hünenberg, Ronystrasse",674.702,225.84,448,Bus
"Hünenberg, Rothus",676.3,223.72,441,Bus
"Hünenberg, Schauburg",674.665,225.59,441,Bus
"Hünenberg, Schmiedheim",674.88,225.04,446,Bus
"Hünenberg, Seeblick",675.96,223.8,446,Bus
"Hünenberg, Sonnhalde",674.607,226.18,442,Bus
"Hünenberg, Zollhaus",673.1,226.57,401,Bus
"Hünenberg, Zythus",676.62,225.3,418,Bus
Hünibach ThS,615.592,176.951,572,Schiff
"Hünibach, Chartreuse",615.743,177.148,558,Bus
"Hünibach, Eichbühl",616.256,176.74,551,Bus
"Hünibach, Höheweg",616.329,177.19,631,Bus
"Hünibach, Riedstrasse",615.9,177.557,602,Bus
"Hünibach, Seematte",615.363,177.43,550,Bus
