Name,Y-Koord.,X-Koord.,Höhe,Verkehrsmittel
"Genève, Crêts-de-Champel",501.197,115.885,422,Bus
"Genève, Croix-Rouge",500.311,117.312,382,(Bus) doublon avec: 95021
"Genève, Cuisine",502.079,117.829,401,Bus
"Genève, Délices",499.171,117.949,395,Bus
"Genève, De-Châteaubriand",500.646,119.188,375,Bus
"Genève, Dôle",499.12,118.319,408,Bus
"Genève, Ecole-Médecine",499.703,117.071,376,Bus
"Genève, Eglise Russe",500.746,117.144,394,Bus
"Genève, Entrée-Hôpital",500.421,116.621,384,Bus
"Genève, Epinettes",499.308,116.314,376,Bus
"Genève, Florence",502.223,116.643,420,Bus
"Genève, Florissant",500.843,116.992,400,Bus
"Genève, François-Dussaud",498.823,116.881,388,Bus
"Genève, France",500.234,119.555,390,Tram
"Genève, Franchises",498.177,118.851,420,Bus
"Genève, Franz-Liszt",500.476,117.195,381,Bus
"Genève, Gautier",500.596,118.825,376,Bus
"Genève, Grand-Pré",499.071,119.132,410,Bus
"Genève, Grange-Canal",502.436,117.249,421,Tram
"Genève, Grottes",499.62,118.736,399,Bus
"Genève, Guye",498.48,118.348,415,Bus
"Genève, Henri-Bordier",497.607,118.016,424,Bus
"Genève, Horloge Fleurie",500.555,117.831,373,Bus
"Genève, Hôpital",500.454,116.75,387,Bus
"Genève, Hôtel-de-Ville",500.274,117.449,387,Bus
"Genève, Industrielle",499.269,116.272,376,Tram
"Genève, Intercontinental",499.318,120.063,433,Bus
"Genève, Isaac-Mercier",499.738,118.1,386,Tram
"Genève, J.-Pictet-Thellusson",499.047,116.116,378,Tram
"Genève, Jardin Botanique",500.4,119.982,382,Bus
"Genève, Jean-Jacques",498.627,117.834,408,Bus
"Genève, Joli-Mont",498.038,119.796,447,Bus
"Genève, Jonction",499.041,117.487,373,Tram
"Genève, Krieg",501.355,116.617,413,Bus
"Genève, La Fenêtre",499.719,120.675,442,Bus
"Genève, Les Ouches",498.02,118.5,416,Bus
"Genève, Lombard",500.309,116.829,381,Bus
"Genève, Louis-Aubert",501.573,116.465,416,Bus
"Genève, Lyon",499.689,118.391,393,Tram
"Genève, M. d'art et d'histoire",500.62,117.281,384,Bus
"Genève, Métropole",500.656,117.699,376,Bus
"Genève, Maison des Parlements",498.563,120.235,454,Bus
"Genève, Maternité-Pédiatrie",500.206,116.346,378,Bus
"Genève, Merle-d'Aubigné",501.463,118.051,374,Bus
"Genève, Mervelet",498.477,119.533,437,Bus
"Genève, Michel-Servet",500.681,116.576,400,Bus
"Genève, Miléant",498.822,117.871,400,Bus
"Genève, Mines",500.468,119.814,383,Bus
"Genève, Miremont",501.003,116.106,422,Bus
"Genève, Moillebeau",498.985,119.618,422,Bus
"Genève, Molard",500.434,117.755,376,Tram
"Genève, Mont-Blanc",500.317,118.129,375,Bus
"Genève, Montchoisy",501.794,117.642,393,Bus
"Genève, Monthoux",500.424,118.481,377,Bus
"Genève, Motta",499.343,119.46,411,Bus
"Genève, Musée d'ethnographie",499.556,117.005,376,Bus
"Genève, Musée Voltaire",499.304,118.142,402,Bus
"Genève, Muséum",501.094,117.15,398,Bus
"Genève, Môle",500.209,118.791,387,Tram
"Genève, Nations",499.686,119.808,372,Tram
"Genève, Navigation",500.527,118.645,376,Bus
"Genève, Ophtalmologie",500.371,116.367,386,Bus
"Genève, Ormeaux",499.504,118.01,392,Bus
"Genève, OMS",499.362,121.06,466,Bus
"Genève, Palais Eynard",500.311,117.314,392,Bus
"Genève, Palladium",499.447,117.705,372,Tram
"Genève, Parc-des-Sports",498.052,118.485,419,(Bus) doublon avec: 95020
"Genève, Parcs",501.901,118.344,375,Bus
"Genève, Pedro-Meylan",501.725,116.787,413,Bus
"Genève, Peschier",500.82,116.654,409,Bus
"Genève, Petit-Palais",500.659,117.058,394,Bus
"Genève, Petit-Saconnex",498.916,119.908,440,Bus
"Genève, Philosophes",500.233,116.964,380,Bus
"Genève, Pierre-Fatio (Rive)",500.817,117.629,376,Bus
"Genève, Place de Neuve",500.086,117.464,382,Tram
"Genève, Place des Eaux-Vives",500.958,117.599,377,Bus
"Genève, Plainpalais",500.002,117.126,376,Tram
"Genève, Plateau-de-Champel",500.765,116.415,410,Bus
"Genève, Pont-d'Arve",500.016,116.765,376,Tram
"Genève, Poterie",499.288,118.655,406,Tram
"Genève, Prairie",499.448,118.286,400,Bus
"Genève, Queue-d'Arve",498.934,116.886,381,Bus
"Genève, Reverdin",500.544,116.238,397,Bus
"Genève, Riant-Parc",498.194,119.762,447,Bus
"Genève, Rieu",501.82,116.883,414,Bus
"Genève, Rigot",500.161,119.935,395,Bus
"Genève, Rive",500.753,117.527,372,Tram
"Genève, Roches",501.477,117.309,395,Tram
"Genève, Roseraie",500.563,116.519,390,Bus
"Genève, Rue du Lac",501.146,117.732,376,Bus
"Genève, Sécheron",500.557,119.591,381,Bus
"Genève, Saint-Antoine",500.608,117.312,383,Bus
"Genève, Sainte-Clotilde",499.207,117.324,374,Bus
"Genève, Servette",499.054,118.82,409,Tram
"Genève, Seujet",499.177,117.785,375,Bus
"Genève, Simon-Goulart",499.887,118.172,385,Tram
"Genève, Sismondi",499.911,119.669,401,Tram
"Genève, Stand",499.759,117.746,374,Tram
"Genève, Taconnerie",500.367,117.379,383,Bus
"Genève, Terrassière",501.03,117.435,383,Tram
"Genève, Théâtre",499.908,117.575,377,Bus
"Genève, Tourelle",498.808,120.044,446,Bus
"Genève, Tranchées",500.956,117.153,396,Bus
"Genève, Trembley",498.755,119.319,423,Bus
"Genève, Uni-Mail",499.824,116.792,376,Tram
"Genève, UIT",499.503,119.636,409,Bus
"Genève, Valais",499.89,119.19,399,Bus
"Genève, Varembé",499.819,119.645,403,Bus
"Genève, Velours",501.854,116.131,420,Bus
"Genève, Vermont",499.662,119.484,406,Bus
"Genève, Vernets",499.281,116.589,375,Bus
"Genève, Vidollet",499.517,119.3,407,Bus
"Genève, Vieusseux",498.647,119.026,416,Tram
"Genève, Village-Suisse",499.423,117.488,374,Bus
"Genève, Villereuse",501.193,117.381,388,Tram
"Genève, Vollandes",501.306,117.927,376,Bus
"Genève, Vy-des-Champs",499.233,120.845,445,Bus
"Genève, Weber",501.563,116.968,409,Bus
"Genève, Wendt",498.806,118.624,412,Bus
"Genève, WTC",497.225,120.644,421,Bus
"Genève, 22-Cantons",499.916,118.268,381,Bus
"Genève, 31 Décembre",501.471,117.497,389,Bus
Generoso Vetta,722.59,87.513,1594,Zahnradbahn
"Genestrerio, Canova",718.33,78.905,342,Bus
"Genestrerio, Cimitero",718.593,79.525,341,Bus
"Genestrerio, Croce Grande",718.841,79.594,342,Bus
"Genestrerio, Piazza",718.227,79.299,339,Bus
Genolier,505.927,143.501,562,Zug
Genthod-Bellevue,500.942,123.624,385,Zug
"Genthod-Bellevue, gare",500.887,123.649,385,Bus
"Genthod, village",501.081,124.524,410,Bus
"Genthod, Chênaie",500.605,123.815,399,Bus
"Genthod, Creux-de-Genthod",501.528,124.358,381,(Bus) doublon avec: 95023
"Genthod, La Pralay",501.304,124.942,407,Bus
"Genthod, Le Saugy",501.238,124.003,401,Bus
"Genthod, Malagny",501.361,125.222,407,Bus
"Genthod, Vieux-Valavran",500.282,123.947,411,Bus
"Gentilino, Posta",715.644,94.348,392,Bus
"Gentilino, Rubiana",715.86,94.66,381,Bus
"Gentilino, S. Abbondio",715.28,94.1,404,Bus
"Gera Lario, Chiesa",749.254,115.026,213,Bus
Gerlafingen,609.595,224.317,452,Zug
"Gerlafingen, Dorfzentrum",610.171,224.461,451,Bus
"Gerlafingen, Eisenhammer",609.854,224.458,451,Bus
"Gerlafingen, Fluryhof",610.668,224.625,451,Bus
"Gerlafingen, Sonnenfeld",610.252,224.194,451,Bus
"Gerlikon, Bausel",708.213,266.374,544,Bus
"Gerlikon, Dorf",708.267,266.151,550,Bus
"Gerlikon, Huggenbergerhaus",708.479,266.38,532,Bus
"Geroldswil, Dorfstrasse",673.536,252.571,402,Bus
"Geroldswil, Grindlen",673.635,252.226,394,Bus
"Geroldswil, Schweizäcker",672.871,252.901,400,Bus
"Geroldswil, Welbrig",673.986,252.38,408,Bus
"Geroldswil, Zentrum",673.255,252.747,399,Bus
Gerolfingen,581.97,213.801,502,Zug
"Gerolfingen, Bahnhof",581.97,213.801,502,Bus
Gerra (Gambarogno),704.067,108.731,222,Zug
Gerra (Gambarogno) NLM,704.342,109.044,222,Schiff
"Gerra (Gambarogno), Bagno",703.828,108.553,207,Bus
"Gerra (Gambarogno), Cimitero",704.455,109.112,211,Bus
"Gerra (Gambarogno), Paese",704.133,108.824,204,Bus
"Gerra (Gambarogno), Stazione",704.048,108.74,215,Bus
"Gerra (Verzasca), Al Ponte",705.069,130.638,809,Bus
"Gerra (Verzasca), Croce",705.062,131.889,850,Bus
"Gerra (Verzasca), Paese",704.94,130.881,814,Bus
"Gerra (Verzasca), Predell",704.765,129.785,779,Bus
"Gerra P., Centro Professionale",713.37,114.615,201,Bus
"Gerra Piano, Paese",713.766,114.726,213,Bus
"Gerra(Verzasca),Prato Maggiore",705.007,130.14,791,Bus
Gersau,682.714,204.967,435,Schiff
Gersau Förstli (Fähre),680.95,205.098,435,Schiff
Gersau Gschwend,683.794,207.468,1006,Luftseilbahn
"Gersau, Felsenegg",682.003,205.344,440,Bus
"Gersau, Förstli",681.046,205.146,440,Bus
"Gersau, Kindli-Strandbad",684.46,204.861,450,Bus
"Gersau, Rotschuo",679.836,205.279,440,Bus
"Gersau, Schiffstation",682.748,204.997,440,Bus
"Gersau, Wehri",682.507,205.188,440,Bus
Gerschnialp,672.833,185.046,1271,Luftseilbahn
"Gerzensee, Bären",608.277,187.654,638,Bus
"Gerzensee, Post",608.039,187.523,647,Bus
"Gerzensee, Thalgut",609.243,187.031,541,Bus
"Gerzensee, Waldegg",608.756,187.628,614,Bus
Geschinen,664.758,149.274,1340,Zug
"Geschinen, Baschi",665.3,150.3,1351,Bus
"Geschinen, Kirche",664.604,149.684,1351,Bus
Gettnau,640.352,221.162,545,Zug
"Geuensee, Ausserdorf",650.959,227.366,500,Bus
"Geuensee, Chäppelimatt",650.78,227.665,506,Bus
"Geuensee, Sternen",650.644,227.903,511,Bus
"Geuensee, Zollhaus",651.187,226.751,503,Bus
"Gex, poste (F)",493.828,132.218,598,Bus
"Gex, Aiglette (F)",494.93,132.79,590,Bus
"Gex, Georges Charpak (F)",494.42,132.51,580,Bus
"Gex, Vertes Campagnes (F)",493.43,131.35,570,(Bus) jamais desservi
Gexi,656.927,249.351,424,(Zug)
Gfeld,752.25,252.421,917,Zug
Gfellen,652.446,200.754,1016,Bus
Ghiffa NLM,691.584,90.105,201,"Schiff, nicht im Fahrplan"
"Ghirone, Aquilesco",715.4,157.6,1219,Bus
Giétroz,562.56,101.473,1357,Standseilbahn
Gibswil,711.662,241.366,756,Zug
"Gibswil, Bahnhof",711.668,241.384,760,Bus
"Giebenach, Lindenplatz",623.268,263.756,319,Bus
"Giebenach, Rainweg",622.938,263.689,322,Bus
Giessbach Hotel,644.677,176.14,656,Standseilbahn
Giessbach See,644.394,176.123,573,Schiff
Giessbach See GbB,0,0,0,Standseilbahn
"Giez, place du Collège",537.38,184.775,529,Bus
"Giez, La Croix",536.959,184.859,544,Bus
"Giez, La Pommelaz",537.73,184.658,505,Bus
"Giffers, Dorf",582.446,179.022,756,Bus
"Giffers, Gauchetli",583.078,178.916,781,Bus
"Giffers, Vorderried",583.234,178.608,805,Bus
"Gigerwald, Restaurant",749.44,197.713,1232,Bus
"Gigerwald, Staudamm",748.824,197.42,1329,Bus
Gignod,588.839,69.768,940,Bus
Gilamont,554.992,146.845,436,Zug
"Gillarens, bif. rte cantonale",552.642,159.877,617,Bus
Gilly-Bursinel,512.995,144.376,429,(Zug)
"Gilly-Bursinel, gare nord",513.042,144.221,429,Bus
"Gilly-Bursinel, gare sud",513.042,144.212,428,Bus
"Gilly, église",512.533,145.983,498,Bus
"Gilly, croisée de Vincy",512.925,146.2,509,Bus
"Gilly, village",512.242,145.781,483,Bus
"Gimel, bas du village",513.502,151.384,710,Bus
"Gimel, Café de la Gare",513.484,151.373,710,Bus
"Gimel, Côte Réviol",511.288,151.714,826,Bus
"Gimel, En Péry-Béliaux",512.225,151.4,750,Bus
"Gimel, La Vernette",513.163,151.595,735,Bus
"Gimel, Le Prunier",514.054,151.493,693,Bus
"Gimel, Le Signal",512.77,151.371,725,Bus
Gimmelwald (Schilthornbahn),634.886,155.195,1367,Luftseilbahn
"Gingins, ouest",502.95,140.35,540,Bus
"Gingins, poste",503.125,140.375,542,Bus
Giornico (c bin),709.999,140.516,420,(Zug)
"Giornico, Biaschina",709.162,142.152,492,Bus
"Giornico, Fraggio",710.91,139.721,369,Bus
"Giornico, Paese",710.572,140.01,390,Bus
"Giornico, Parondino",709.73,141.353,436,Bus
"Giornico, Scuola Media",710.097,139.991,417,Bus
"Gipf-Oberfrick, alte Post",642.382,260.793,375,Bus
"Gipf-Oberfrick, Brücke",642.686,261.139,362,Bus
"Gipf-Oberfrick, Rösslibrücke",642.25,260.51,375,Bus
Giregg,691.32,222.16,938,Bus
Girenbad b. Turbenthal,706.175,256.675,740,Bus
Gisikon-Root,672.555,219.368,421,Zug
"Gisikon-Root, Bahnhof",672.58,219.39,422,Bus
"Gisikon, Weitblick",672.898,220.052,424,Bus
"Gisingen, Milchhof",762.373,235.978,456,Bus
Giswil,657.038,187.537,485,Zug
Giswil Camping,657.217,189.419,485,Schiff
Giswil Grossmatt,658.214,188.473,473,(Zug)
Giswil Zollhaus,658.269,188.56,485,Schiff
"Giswil, Abzw. Brosmatt",652.916,186.597,1017,Bus
"Giswil, Bärecken",653.827,187.534,762,Bus
"Giswil, Bahnhof",657.038,187.566,485,Bus
"Giswil, Buechenegg",653.341,187.218,918,Bus
"Giswil, Emmenrank",648.859,184.593,1385,Bus
"Giswil, Jwi",652.288,186.858,1154,Bus
"Giswil, Kirche",656.505,187.086,490,Bus
"Giswil, Rütimatt",654.583,186.849,576,Bus
Gitschenen,680.907,194.892,1540,Luftseilbahn
Giubiasco,720.849,114.799,230,Zug
Giubiasco Ovest,720.103,114.148,230,(Zug)
Giubiasco Sud (bif),720.61,114.595,230,(Zug)
"Giubiasco, alla Morobbia",720.98,114.263,237,Bus
"Giubiasco, via Pedevilla",722.05,115.6,230,Bus
"Giubiasco, Asilo Tiglio",720.704,114.449,232,Bus
"Giubiasco, Bivio Pedevilla",721.849,115.607,225,Bus
"Giubiasco, Borghetto",721.503,114.87,237,Bus
"Giubiasco, Caffè Locarno",721.625,115.05,230,Bus
"Giubiasco, Cimiterio",721.042,114.528,239,Bus
"Giubiasco, Golena",720.472,114.861,220,Bus
"Giubiasco, Ideal",721.243,114.806,238,Bus
"Giubiasco, Lôro",722.118,114.332,389,Bus
"Giubiasco, Piazza",721.372,114.631,243,Bus
"Giubiasco, Rovedaro",721.192,114.458,247,Bus
"Giubiasco, Sasso Piatto",721.938,114.586,348,Bus
"Giubiasco, Scuola Media",722.04,115.555,238,Bus
"Giubiasco, Seghezzone",720.44,114.742,221,Bus
"Giubiasco, Sottomontagna",721.62,114.413,258,Bus
"Giubiasco, Stazione",720.881,114.799,232,Bus
"Giubiasco, Tre Castelli",721.748,115.348,230,Bus
"Giubiasco, Via Bellinzona",721.651,115.309,226,Bus
"Giubiasco, Via Ferriere",721.519,115.046,232,Bus
"Giubiasco, Viale 1814",721.588,115.331,226,Bus
Giumaglio,695.694,125.378,390,Bus
Giustizia (dira),718.87,131.406,272,(Zug)
Givisiez,576.09,185.11,617,Zug
"Givisiez, rte des Fluides",575.285,184.672,620,Bus
"Givisiez, rte du Bleuet",575.877,184.844,615,Bus
"Givisiez, rte Stephan",576.197,184.936,620,Bus
"Givisiez, Bellevue",576.76,184.54,655,Bus
"Givisiez, Colombière",576.622,184.535,656,"(Bus, ? in Abklärung)"
"Givisiez, Corbusier",576.84,185.426,610,Bus
"Givisiez, Escale",576.503,184.829,629,Bus
"Givisiez, Jean-Prouvé",576.52,185.302,613,Bus
"Givisiez, La Gaîté",575.968,184.604,636,Bus
"Givisiez, Mont Carmel",576.98,184.558,649,Bus
"Givisiez, Osses",576.231,185.235,617,Bus
"Givisiez, Place d'Affry",576.294,184.622,646,Bus
"Givisiez, Toutvent",575.528,184.482,637,Bus
Givrins,505.196,142.69,554,Zug
Giw,637.355,122.795,1962,Luftseilbahn
Glacier-de-la-Plaine-Morte,603.87,135.394,2887,Luftseilbahn
Glacier-des-Diablerets,581.981,130.628,2944,Luftseilbahn
Gland,510.093,141.63,415,Zug
"Gland, av. du Mont-Blanc",510.3,141.171,407,Bus
"Gland, gare nord",510.083,141.633,416,Bus
"Gland, gare sud",510.255,141.653,415,Bus
"Gland, poste",509.846,141.714,423,Bus
"Gland, rue du Midi",510.278,141.391,408,Bus
"Gland, Borgeaud",509.592,142.091,430,Bus
"Gland, Communet",509.874,142.515,430,Bus
"Gland, Domaine Impérial",510.39,140.535,404,Bus
"Gland, Golf Impérial",510.57,140.25,401,Bus
"Gland, Grand-Champ",509.35,141.95,431,Bus
"Gland, Jura",509.705,142.07,432,Bus
"Gland, La Combe",509.775,141.51,419,Bus
"Gland, Les Perrerets",509.439,142.084,431,Bus
"Gland, Les Tuillières",509.353,142.043,434,Bus
"Gland, Lignière",511.554,142.278,395,Bus
"Gland, Lignière-Dullive",511.682,142.036,389,Bus
"Gland, Maison Commune",509.83,142.12,432,Bus
"Gland, Malagny",510.528,141.038,405,Bus
"Gland, Mauverney",510.56,141.381,404,Bus
"Gland, Meydez",510.8,141.641,406,Bus
"Gland, Mont-Blanc",509.569,141.821,428,Bus
"Gland, Montoly",510.515,141.895,418,Bus
"Gland, Perron",510.47,141.61,412,Bus
"Gland, Riant Coteau",511.13,141.52,393,Bus
"Gland, Sous-les-Vignes",510.277,142.224,418,Bus
Glanzenberg,674.115,250.247,389,Zug
"Glanzenberg, Bahnhof",674.052,250.228,390,Bus
Glarus,724.093,211.167,472,Zug
"Glarus, Bahnhof",724.087,211.128,472,Bus
"Glarus, Buchholz",723.4,212.062,494,Bus
"Glarus, Friedhof",723.443,211.081,488,Bus
"Glarus, Kantonsschule/Spital",723.674,211.676,479,Bus
"Glarus, Landstrasse",723.231,212.025,503,Bus
"Glarus, Lurigenstrasse",723.03,211.896,512,Bus
"Glarus, Pfrundhaus",723.195,211.122,508,Bus
"Glarus, Rathaus",723.776,211.182,470,Bus
"Glarus, Reust",723.115,211.731,501,Bus
"Glarus, Schützenhaus",723.594,210.992,477,Bus
"Glarus, Stampf",723.883,211.312,473,Bus
"Glashütten, Kirche",630.779,234.337,495,Bus
Glaspass,746.265,171.401,1835,Bus
Glattalp,709.318,196.995,1871,Luftseilbahn
Glattbrugg,684.512,253.939,432,Zug
Glattbrugg (Df),684.513,253.939,431,(Zug)
"Glattbrugg, Bahnhof",684.552,253.911,431,Tram
"Glattbrugg, Frohbühlstrasse",684.405,253.634,438,Bus
"Glattbrugg, Giebeleichstrasse",684.869,253.691,433,Bus
"Glattbrugg, Glatthof",685.17,254.358,427,Bus
"Glattbrugg, Halden",685.332,253.647,433,Bus
"Glattbrugg, Katzenbach",684.251,252.83,428,Bus
"Glattbrugg, Lättenwiesen",685.034,253.646,433,Bus
"Glattbrugg, Lindberghplatz",684.647,253.316,430,Tram
"Glattbrugg, Mode Center TMC",684.56,253.188,430,Bus
"Glattbrugg, Oberhusen",685.366,255.055,438,Bus
"Glattbrugg, Post",684.685,253.909,433,Bus
"Glattbrugg, Riethofstrasse",685.264,254.567,427,Bus
"Glattbrugg, Stelze",684.759,253.535,431,Bus
"Glattbrugg, Unterriet",684.795,254.745,432,Tram
"Glattbrugg, Zentrum",685.03,254.23,427,Bus
"Glattbrugg, Zil",685.885,253.059,428,Bus
Glattfelden,681.706,266.991,410,Zug
"Glattfelden, Aarüti",678.777,268.304,410,Bus
"Glattfelden, Bahnhof",681.7,267.1,410,Bus
"Glattfelden, Eichhölzli",680.385,267.74,410,Bus
"Glattfelden, Emmerstrasse",680.048,267.956,410,Bus
"Glattfelden, Post",679.831,268.222,410,Bus
"Glattfelden, Schulhaus Hof",680.08,268.07,410,Bus
"Glattfelden, Staltigstrasse",680.223,267.854,381,Bus
"Glattfelden, Stationsweg",680.797,267.854,410,Bus
"Glattpark, Chavez-Allee",684.701,253.039,424,Bus
"Glattpark, Glattpark",684.403,252.729,427,Tram
"Glattpark, Lindbergh-Allee",684.926,253.212,425,Bus
"Glattpark, Wright-Strasse",684.557,252.794,425,Bus
"Glaubenbielen, Parkplatz",649.398,185.448,1564,Bus
Gletsch,670.761,157.085,1757,Zug
"Gletsch, Post",670.73,157.163,1758,Bus
"Gletterens, école",561.887,193.906,486,Bus
"Gletterens, lac",561.281,194.939,430,Bus
"Gletterens, village",561.886,193.922,486,Bus
Glion,560.5,142.4,688,Zahnradbahn
Glion (funi),560.426,142.411,686,Standseilbahn
Glion-Alpes,560.47,142.52,694,Zahnradbahn
Glion-Collège,560.615,142.63,747,Zahnradbahn
"Glis, obere Haselgasse",642.356,128.625,759,Bus
"Glis, untere Briggasse",642.076,128.87,711,Bus
"Glis, untere Haselgasse",642.423,128.802,733,Bus
"Glis, Altersheim",642.05,129.525,680,Bus
"Glis, Dorf",641.422,128.914,683,Bus
"Glis, Giardino",641.076,128.962,669,Bus
"Glis, Gliserallee",641.9,129.246,676,Bus
"Glis, Glismatten",642.001,129.363,674,Bus
"Glis, Grundbiel",641.281,129.104,669,Bus
"Glis, Gstipf",641.168,128.763,680,Bus
"Glis, Heilpädagogische Schule",641.011,128.912,669,Bus
"Glis, Holowistrasse",641.081,128.827,673,Bus
"Glis, Holowistutz",640.958,128.718,669,Bus
"Glis, Holzackerweg",642.203,128.845,718,Bus
"Glis, Holzji",641.902,128.344,785,Bus
"Glis, Jesuitenweg",641.391,129.186,669,Bus
"Glis, Kapelle Englisch-Gruss",641.75,129.45,660,Bus
"Glis, Kapuzinerkloster",642.278,129.329,685,Bus
"Glis, Klosmatten",641.853,128.812,716,Bus
"Glis, Manus",641.543,129.332,669,Bus
"Glis, Migrosmarkt",640.952,128.712,666,Bus
"Glis, Napoleon",641.9,128.925,710,Bus
"Glis, Oberdorf",641.639,128.789,710,Bus
"Glis, Polenstrasse",642.55,128.75,750,Bus
"Glis, Poststrasse",641.65,128.95,700,Bus
"Glis, Romantica",641.87,129.484,671,Bus
"Glis, Saltina",642.248,129.514,682,Bus
"Glis, Spital",641.956,129.687,675,Bus
"Glis, Tennisplatz",641.385,128.687,706,Bus
"Glis, Tolaweg",642.402,129.185,696,Bus
"Glis, Wickert",642.108,128.471,776,Bus
"Glis, Zenhäusern",642.275,129.225,685,Bus
Glisergrund,641.285,129.598,650,(Zug)
Glovelier,582.667,242.73,505,Zug
Glovelier Ouest,582.668,242.878,508,(Zug)
"Glovelier, église",581.845,242.446,505,Bus
"Glovelier, gare",582.645,242.725,505,Bus
"Glovelier, la Roche",577.712,240.196,894,Bus
"Glovelier, La Morée",579.997,242.053,713,Bus
"Glovelier, ZAM/rte de Boécourt",582.551,243.175,506,Bus
"Glovelier,Croix des Longs-Prés",579.243,241.276,765,Bus
Gluringen,661.09,146.026,1311,Zug
"Gluringen, Abzw. Bahnhof",661.059,146.324,1322,Bus
"Glurns/Glorenza, Rathaus",838.48,173.57,920,Bus
"Glurns/Glorenza, Tauferer Tor",838.26,173.543,909,Bus
"Gnosca, rifugio animali",722.678,120.685,240,Bus
"Gnosca, Centro",722.226,121.288,257,Bus
"Gnosca, Cusnà",721.87,121.923,248,Bus
"Gnosca, S. Giovanni",722.271,121.152,262,Bus
"Gockhausen, Dorf",687.553,248.555,567,Bus
"Gockhausen, Ursprungstrasse",687.697,248.873,537,Bus
Godey,584.316,126.241,1362,Bus
"Gohl, Aeugsteren",629.935,204.566,784,Bus
"Gohl, Gmünden",629.563,203.62,872,Bus
"Gohl, Grindlenbach",628.782,199.277,736,Bus
"Gohl, Houetershus",629.3,202.461,784,Bus
"Gohl, Kreuzplatz",628.056,200.401,784,Bus
"Gohl, Matten",628.053,200.828,775,Bus
"Gohl, Mettlen",628.325,201.312,789,Bus
"Gohl, Obeningohl",628.906,202.038,820,Bus
"Gohl, Schulhaus",628.153,201.157,784,Bus
"Gohl, Schulhaus Chammershus",629.113,199.037,726,Bus
"Gohl, Widhus",628.529,199.572,784,Bus
Gola di Lago,718.03,106.85,930,Bus
"Golaten, Dorf",584.774,203.761,513,Bus
Goldach,752.891,260.09,447,Zug
Goldach MOAG (Agl),751.21,259.851,492,(Zug)
Goldach Ost,753.833,260.299,428,(Zug)
"Goldach, Appenzeller Strasse",753.661,259.795,456,Bus
"Goldach, Bahnhof",752.976,260.043,449,Bus
"Goldach, Kronenplatz",753.158,260.64,427,Bus
"Goldach, Post",752.787,260.14,447,Bus
"Goldach, Raiffeisenbank",753.047,260.355,437,Bus
"Goldach, Rathaus",752.762,260.331,442,Bus
"Goldach, Rosenackerstrasse",752.862,260.599,438,Bus
"Goldach, Rotenstein",753.52,260.619,422,Bus
"Goldach, Sonnenhalde",753.598,260.943,406,Bus
"Goldach, Sonnental",752.236,259.397,491,Bus
"Goldach, Stelzenreben",753.677,260.64,417,Bus
"Goldach, Sternen",753.329,260.595,425,Bus
"Goldach, TZM/Kellen",752.534,260.493,436,Bus
"Goldach, Untereggerstrasse",752.491,259.815,459,Bus
Goldau A4,684.247,210.878,543,Zahnradbahn
"Goldau, Bernerhöhe",684.515,210.784,555,Bus
"Goldau, Bischofshusen",684.59,211.92,543,Bus
"Goldau, Buosingen Camping",685.256,210.447,531,Bus
"Goldau, Kehlmattli",684.22,211.014,530,Bus
"Goldau, Löwenplatz",684.5,211.66,510,Bus
"Goldau, Neu-Röthen",685.9,212.12,567,Bus
"Goldau, Schützenhaus",684.85,211.9,518,Bus
"Goldau, Tierpark",684.705,211.79,510,Bus
"Goldau, Waage",686.028,210.103,500,Bus
"Goldbach BE, Sonnhalde",618.923,204.604,618,Bus
